Date,TemperatureData
2021-01-01,34.6658084091325
2021-01-02,35.44427154110015
2021-01-03,34.86040407002085
2021-01-04,34.53960544224634
2021-01-05,34.25341677445277
2021-01-06,33.719312830814246
2021-01-07,33.719352860901026
2021-01-08,34.05042755840475
2021-01-09,33.51606736815222
2021-01-10,33.72160405651739
2021-01-11,33.114788114386236
2021-01-12,32.6184659979958
2021-01-13,32.78402266172047
2021-01-14,32.991389961862666
2021-01-15,32.82602831656504
2021-01-16,32.88370711697256
2021-01-17,33.32249561029509
2021-01-18,33.48930253461586
2021-01-19,34.56421988778655
2021-01-20,35.25765803536083
2021-01-21,35.01049131378967
2021-01-22,33.95029321280471
2021-01-23,34.65889783548454
2021-01-24,34.608519598769035
2021-01-25,34.92991600168535
2021-01-26,34.91616945867288
2021-01-27,35.35377051691119
2021-01-28,35.31840008857594
2021-01-29,35.05231287275939
2021-01-30,35.56444097978566
2021-01-31,34.96447281090721
2021-02-01,33.71752387430713
2021-02-02,34.06014351320204
2021-02-03,34.82580750609898
2021-02-04,34.636531606579524
2021-02-05,34.84055642710373
2021-02-06,34.79797226937636
2021-02-07,34.914459013345436
2021-02-08,35.530755719661606
2021-02-09,35.570591509028546
2021-02-10,35.515859093881254
2021-02-11,35.6001646402767
2021-02-12,35.428562266088356
2021-02-13,35.785908538671215
2021-02-14,35.27038666724025
2021-02-15,34.67068513061023
2021-02-16,34.59438550091534
2021-02-17,34.67223372899593
2021-02-18,34.5384909128514
2021-02-19,34.71809057249246
2021-02-20,34.274849525802594
2021-02-21,34.59187771723434
2021-02-22,34.322119866771835
2021-02-23,35.07959311769493
2021-02-24,35.354578043249674
2021-02-25,34.721863380464285
2021-02-26,35.2454222181626
2021-02-27,35.06014316275925
2021-02-28,35.89200750946858
2021-03-01,34.98741649729103
2021-03-02,35.11011048421672
2021-03-03,35.3137775952934
2021-03-04,35.334245363436914
2021-03-05,35.61762242454607
2021-03-06,34.6191363535709
2021-03-07,33.1162189268921
2021-03-08,32.657258966433844
2021-03-09,33.367254571004956
2021-03-10,32.742997307613166
2021-03-11,33.802245568076934
2021-03-12,34.10454916118306
2021-03-13,34.59757211627623
2021-03-14,34.57995138154623
2021-03-15,35.296179894218284
2021-03-16,35.59370462201677
2021-03-17,35.87389067184223
2021-03-18,36.10716378373708
2021-03-19,36.47291514316664
2021-03-20,36.35812738106638
2021-03-21,35.974277798141806
2021-03-22,36.07737814356493
2021-03-23,36.08832580979824
2021-03-24,36.19300625183314
2021-03-25,36.11621114358447
2021-03-26,35.661941166504114
2021-03-27,36.013324226651385
2021-03-28,35.84875868175877
2021-03-29,35.308187747254316
2021-03-30,35.917260512215286
2021-03-31,35.93796718824665
2021-04-01,36.44799013897408
2021-04-02,36.53378285692596
2021-04-03,36.72973510376627
2021-04-04,36.467986744793905
2021-04-05,36.613312073399555
2021-04-06,36.99918897844798
2021-04-07,37.42679458522575
2021-04-08,37.394871405861565
2021-04-09,37.170825421771916
2021-04-10,37.20485894467981
2021-04-11,36.4531681628913
2021-04-12,36.186414764073014
2021-04-13,36.638093725224564
2021-04-14,36.53867226978205
2021-04-15,36.77911425520715
2021-04-16,36.96819126115156
2021-04-17,37.15666707466288
2021-04-18,37.523608769853794
2021-04-19,37.29185042744942
2021-04-20,37.37992844990473
2021-04-21,37.4913639285977
2021-04-22,37.3903168764057
2021-04-23,37.94038471441681
2021-04-24,37.8355750932042
2021-04-25,37.09661074640572
2021-04-26,36.681306542373136
2021-04-27,37.15608159251282
2021-04-28,37.14242978449901
2021-04-29,37.1545504523262
2021-04-30,36.26759373844116
2021-05-01,35.09485245933862
2021-05-02,34.70252073254398
2021-05-03,34.29865529960047
2021-05-04,34.70997918771007
2021-05-05,35.74823963448339
2021-05-06,36.42075161527695
2021-05-07,36.21565978370801
2021-05-08,36.21365382886626
2021-05-09,35.86967783611554
2021-05-10,35.94598521422357
2021-05-11,36.21720537703008
2021-05-12,35.919940669417336
2021-05-13,35.398049027720994
2021-05-14,35.31939701711454
2021-05-15,34.52675512988941
2021-05-16,34.946233017747915
2021-05-17,33.80229399319781
2021-05-18,33.965452464341745
2021-05-19,32.85699948957533
2021-05-20,34.134136480603985
2021-05-21,34.399897250934345
2021-05-22,32.683886564663055
2021-05-23,34.358376151995124
2021-05-24,34.89355457695122
2021-05-25,33.8539129848358
2021-05-26,34.28833477760384
2021-05-27,33.99885206214475
2021-05-28,35.06962765973559
2021-05-29,35.26809239386188
2021-05-30,33.97275511722524
2021-05-31,33.351679710828655
2021-06-01,34.8580490004015
2021-06-02,34.27806028630024
2021-06-03,30.764566022988248
2021-06-04,32.96936329257858
2021-06-05,34.49681241435942
2021-06-06,33.87609904312143
2021-06-07,33.81321084740183
2021-06-08,34.930623016516215
2021-06-09,35.056536821148576
2021-06-10,35.598097736410715
2021-06-11,35.80123971454478
2021-06-12,33.90716835838635
2021-06-13,34.97140786975337
2021-06-14,34.17659748869806
2021-06-15,33.371859048279106
2021-06-16,31.565649664353167
2021-06-17,33.33393879760442
2021-06-18,33.04821802543311
2021-06-19,31.10800999282372
2021-06-20,31.52429545519812
2021-06-21,31.26025745514732
2021-06-22,29.969389819065476
2021-06-23,30.889786587748304
2021-06-24,30.46556075628565
2021-06-25,31.286327395621452
2021-06-26,31.817002216099958
2021-06-27,31.76031175553982
2021-06-28,31.627132018346494
2021-06-29,31.456735930630188
2021-06-30,31.266139607243673
2021-07-01,31.22386609835022
2021-07-02,30.48386509118051
2021-07-03,31.154670421300928
2021-07-04,31.290705804922297
2021-07-05,30.634224885854263
2021-07-06,31.826549302837115
2021-07-07,31.025442381505634
2021-07-08,30.61011874130653
2021-07-09,29.231800881514516
2021-07-10,30.55493952072839
2021-07-11,29.297672848325888
2021-07-12,29.67144926119979
2021-07-13,31.442937059881867
2021-07-14,30.481793483896407
2021-07-15,30.64446979960097
2021-07-16,31.96270031181212
2021-07-17,31.581123733264477
2021-07-18,30.517926746638693
2021-07-19,31.552940849941393
2021-07-20,30.681705132340856
